Station;hh;jj;mm;aaaa;temp
Embrun;09;11;01;2014;2.9
Mont-De-Marsan;09;11;01;2014;9.5
Tarbes-Ossun;09;11;01;2014;8.2
St Girons;09;11;01;2014;6.7
Toulouse-Blagnac;09;11;01;2014;8.9
Montpellier;09;11;01;2014;10.7
Marignane;09;11;01;2014;12.3
Cap Cepet;09;11;01;2014;11.8
Nice;09;11;01;2014;11.6
Perpignan;09;11;01;2014;10.4
Ajaccio;09;11;01;2014;8.7
Bastia;09;11;01;2014;11.4
Europa;09;11;01;2014;30.6
Tromelin;09;11;01;2014;26.6
Gillot-Aeroport;09;11;01;2014;30.6
Nouvelle Amsterdam;09;11;01;2014;20.1
Crozet;09;11;01;2014;8.5
Kerguelen;09;11;01;2014;7.6
Pamandzi;09;11;01;2014;31.1
St-Pierre;09;11;01;2014;-0.8
Le Raizet Aero;09;11;01;2014;20.6
Trinite-Caravel;09;11;01;2014;24.8
Lamentin-Aero;09;11;01;2014;24.2
Saint Laurent;09;11;01;2014;22.2
Cayenne-Matoury;09;11;01;2014;22.1
Saint Georges;09;11;01;2014;22.8
Maripasoula;09;11;01;2014;22.3
Dumont D'Urville;09;11;01;2014;2.7
Abbeville;12;11;01;2014;9.4
Lille-Lesquin;12;11;01;2014;8.1
Pte De La Hague;12;11;01;2014;9.7
Caen-Carpiquet;12;11;01;2014;9.1
Rouen-Boos;12;11;01;2014;6.8
Reims-Prunay;12;11;01;2014;9.6
Brest-Guipavas;12;11;01;2014;10.1
Ploumanac'H;12;11;01;2014;10.2
Rennes-St Jacques;12;11;01;2014;7.6
Alencon;12;11;01;2014;7.1
Orly;12;11;01;2014;7.9
Troyes-Barberey;12;11;01;2014;7.1
Nancy-Ochey;12;11;01;2014;6.8
Strasbourg-Entzheim;12;11;01;2014;4.7
Belle Ile-Le Talut;12;11;01;2014;8.0
Nantes-Bouguenais;12;11;01;2014;9.8
Tours;12;11;01;2014;8.3
Bourges;12;11;01;2014;9.4
Dijon-Longvic;12;11;01;2014;7.5
Bale-Mulhouse;12;11;01;2014;7.2
Pte De Chassiron;12;11;01;2014;9.9
Poitiers-Biard;12;11;01;2014;9.0
Limoges-Bellegarde;12;11;01;2014;8.6
Clermont-Fd;12;11;01;2014;12.0
Le Puy-Loudes;12;11;01;2014;7.4
Lyon-St Exupery;12;11;01;2014;11.7
Bordeaux-Merignac;12;11;01;2014;12.0
Gourdon;12;11;01;2014;9.0
Millau;12;11;01;2014;7.8
Montelimar;12;11;01;2014;10.8
Embrun;12;11;01;2014;6.2
Mont-De-Marsan;12;11;01;2014;12.5
Tarbes-Ossun;12;11;01;2014;11.1
St Girons;12;11;01;2014;10.8
Toulouse-Blagnac;12;11;01;2014;10.5
Montpellier;12;11;01;2014;12.0
Marignane;12;11;01;2014;14.1
Cap Cepet;12;11;01;2014;13.6
Nice;12;11;01;2014;15.1
Perpignan;12;11;01;2014;13.9
Ajaccio;12;11;01;2014;16.2
Bastia;12;11;01;2014;14.7
Europa;12;11;01;2014;31.2
Gillot-Aeroport;12;11;01;2014;29.8
Nouvelle Amsterdam;12;11;01;2014;16.1
Crozet;12;11;01;2014;11.0
Kerguelen;12;11;01;2014;7.9
Pamandzi;12;11;01;2014;32.3
St-Pierre;12;11;01;2014;-0.8
Le Raizet Aero;12;11;01;2014;24.7
Trinite-Caravel;12;11;01;2014;26.4
Lamentin-Aero;12;11;01;2014;25.4
Saint Laurent;12;11;01;2014;24.8
Cayenne-Matoury;12;11;01;2014;23.0
Saint Georges;12;11;01;2014;24.0
Maripasoula;12;11;01;2014;24.5
Dumont D'Urville;12;11;01;2014;1.5
Abbeville;15;11;01;2014;8.5
Lille-Lesquin;15;11;01;2014;8.1
Pte De La Hague;15;11;01;2014;9.6
Caen-Carpiquet;15;11;01;2014;9.3
Rouen-Boos;15;11;01;2014;8.3
Reims-Prunay;15;11;01;2014;9.5
Brest-Guipavas;15;11;01;2014;11.6
Ploumanac'H;15;11;01;2014;9.5
Rennes-St Jacques;15;11;01;2014;9.0
Alencon;15;11;01;2014;8.2
Orly;15;11;01;2014;7.9
Troyes-Barberey;15;11;01;2014;9.8
Nancy-Ochey;15;11;01;2014;6.7
Strasbourg-Entzheim;15;11;01;2014;6.2
Belle Ile-Le Talut;15;11;01;2014;7.1
Nantes-Bouguenais;15;11;01;2014;11.0
Tours;15;11;01;2014;9.4
Bourges;15;11;01;2014;8.9
Dijon-Longvic;15;11;01;2014;8.6
Bale-Mulhouse;15;11;01;2014;9.2
Pte De Chassiron;15;11;01;2014;10.6
Poitiers-Biard;15;11;01;2014;9.6
Limoges-Bellegarde;15;11;01;2014;9.0
Clermont-Fd;15;11;01;2014;12.8
Le Puy-Loudes;15;11;01;2014;8.6
Lyon-St Exupery;15;11;01;2014;11.6
Bordeaux-Merignac;15;11;01;2014;12.4
Gourdon;15;11;01;2014;9.4
Millau;15;11;01;2014;8.4
Montelimar;15;11;01;2014;10.1
Embrun;15;11;01;2014;7.6
Mont-De-Marsan;15;11;01;2014;13.5
Tarbes-Ossun;15;11;01;2014;10.7
St Girons;15;11;01;2014;11.4
Toulouse-Blagnac;15;11;01;2014;11.8
Montpellier;15;11;01;2014;12.4
Marignane;15;11;01;2014;13.2
Cap Cepet;15;11;01;2014;12.8
Nice;15;11;01;2014;14.5
Perpignan;15;11;01;2014;13.4
Ajaccio;15;11;01;2014;14.8
Bastia;15;11;01;2014;14.5
Europa;15;11;01;2014;29.2
Tromelin;15;11;01;2014;27.3
Gillot-Aeroport;15;11;01;2014;27.4
Nouvelle Amsterdam;15;11;01;2014;14.1
Crozet;15;11;01;2014;10.3
Kerguelen;15;11;01;2014;5.7
Pamandzi;15;11;01;2014;29.7
St-Pierre;15;11;01;2014;0.9
Le Raizet Aero;15;11;01;2014;27.2
Trinite-Caravel;15;11;01;2014;26.8
Lamentin-Aero;15;11;01;2014;27.5
Saint Laurent;15;11;01;2014;27.6
Cayenne-Matoury;15;11;01;2014;24.5
Saint Georges;15;11;01;2014;28.6
Maripasoula;15;11;01;2014;27.8
Dumont D'Urville;15;11;01;2014;1.3
Abbeville;18;11;01;2014;4.9
Lille-Lesquin;18;11;01;2014;3.4
Pte De La Hague;18;11;01;2014;4.6
Caen-Carpiquet;18;11;01;2014;4.7
Rouen-Boos;18;11;01;2014;5.1
Reims-Prunay;18;11;01;2014;4.0
Brest-Guipavas;18;11;01;2014;8.8
Ploumanac'H;18;11;01;2014;7.2
Rennes-St Jacques;18;11;01;2014;7.9
Alencon;18;11;01;2014;3.9
Orly;18;11;01;2014;3.8
Troyes-Barberey;18;11;01;2014;6.2
Nancy-Ochey;18;11;01;2014;4.7
Strasbourg-Entzheim;18;11;01;2014;3.2
Belle Ile-Le Talut;18;11;01;2014;7.6
Nantes-Bouguenais;18;11;01;2014;7.9
Tours;18;11;01;2014;7.6
Bourges;18;11;01;2014;8.7
Dijon-Longvic;18;11;01;2014;8.1
Bale-Mulhouse;18;11;01;2014;7.2
Pte De Chassiron;18;11;01;2014;10.1
Poitiers-Biard;18;11;01;2014;8.8
Limoges-Bellegarde;18;11;01;2014;7.7
Clermont-Fd;18;11;01;2014;9.2
Le Puy-Loudes;18;11;01;2014;4.8
Lyon-St Exupery;18;11;01;2014;8.9
Bordeaux-Merignac;18;11;01;2014;10.6
Gourdon;18;11;01;2014;7.6
Millau;18;11;01;2014;7.5
Montelimar;18;11;01;2014;9.4
Embrun;18;11;01;2014;4.8
Mont-De-Marsan;18;11;01;2014;10.8
Tarbes-Ossun;18;11;01;2014;9.5
St Girons;18;11;01;2014;9.1
Toulouse-Blagnac;18;11;01;2014;10.9
Montpellier;18;11;01;2014;11.5
Marignane;18;11;01;2014;10.8
Cap Cepet;18;11;01;2014;11.7
Nice;18;11;01;2014;14.2
Perpignan;18;11;01;2014;11.8
Ajaccio;18;11;01;2014;11.4
Bastia;18;11;01;2014;10.9
Europa;18;11;01;2014;26.7
Gillot-Aeroport;18;11;01;2014;26.5
Nouvelle Amsterdam;18;11;01;2014;14.2
Crozet;18;11;01;2014;7.8
Kerguelen;18;11;01;2014;5.3
Pamandzi;18;11;01;2014;28.5
St-Pierre;18;11;01;2014;1.2
Le Raizet Aero;18;11;01;2014;28.0
Trinite-Caravel;18;11;01;2014;26.3
Lamentin-Aero;18;11;01;2014;28.0
Saint Laurent;18;11;01;2014;29.3
Cayenne-Matoury;18;11;01;2014;27.1
Saint Georges;18;11;01;2014;24.6
Maripasoula;18;11;01;2014;30.9
Dumont D'Urville;18;11;01;2014;0.5
Abbeville;21;11;01;2014;3.2
Lille-Lesquin;21;11;01;2014;1.4
Pte De La Hague;21;11;01;2014;4.8
Caen-Carpiquet;21;11;01;2014;2.7
Rouen-Boos;21;11;01;2014;2.0
Reims-Prunay;21;11;01;2014;2.1
Brest-Guipavas;21;11;01;2014;5.9
Ploumanac'H;21;11;01;2014;5.5
Rennes-St Jacques;21;11;01;2014;8.0
Alencon;21;11;01;2014;0.6
Orly;21;11;01;2014;1.8
Troyes-Barberey;21;11;01;2014;5.9
Nancy-Ochey;21;11;01;2014;5.2
Strasbourg-Entzheim;21;11;01;2014;6.3
Belle Ile-Le Talut;21;11;01;2014;8.2
Nantes-Bouguenais;21;11;01;2014;8.1
Tours;21;11;01;2014;6.4
Bourges;21;11;01;2014;7.9
Dijon-Longvic;21;11;01;2014;7.3
Bale-Mulhouse;21;11;01;2014;7.4
Pte De Chassiron;21;11;01;2014;9.4
Poitiers-Biard;21;11;01;2014;8.7
Limoges-Bellegarde;21;11;01;2014;8.3
Clermont-Fd;21;11;01;2014;7.4
Le Puy-Loudes;21;11;01;2014;1.4
Lyon-St Exupery;21;11;01;2014;5.8
Bordeaux-Merignac;21;11;01;2014;8.5
Gourdon;21;11;01;2014;6.7
Millau;21;11;01;2014;6.6
Montelimar;21;11;01;2014;8.8
Embrun;21;11;01;2014;3.6
Mont-De-Marsan;21;11;01;2014;6.6
Tarbes-Ossun;21;11;01;2014;5.2
St Girons;21;11;01;2014;9.1
Toulouse-Blagnac;21;11;01;2014;10.4
Montpellier;21;11;01;2014;10.8
Marignane;21;11;01;2014;8.2
Cap Cepet;21;11;01;2014;10.8
Nice;21;11;01;2014;10.9
Perpignan;21;11;01;2014;11.5
Ajaccio;21;11;01;2014;9.4
Bastia;21;11;01;2014;9.3
Europa;21;11;01;2014;26.0
Tromelin;21;11;01;2014;27.5
Gillot-Aeroport;21;11;01;2014;25.1
Nouvelle Amsterdam;21;11;01;2014;14.2
Crozet;21;11;01;2014;5.7
Kerguelen;21;11;01;2014;4.6
Pamandzi;21;11;01;2014;27.5
St-Pierre;21;11;01;2014;0.3
Le Raizet Aero;21;11;01;2014;26.6
Trinite-Caravel;21;11;01;2014;25.8
Lamentin-Aero;21;11;01;2014;26.5
Saint Laurent;21;11;01;2014;24.7
Cayenne-Matoury;21;11;01;2014;25.9
Saint Georges;21;11;01;2014;24.1
Maripasoula;21;11;01;2014;27.9
Dumont D'Urville;21;11;01;2014;1.5
Abbeville;00;12;01;2014;1.1
Lille-Lesquin;00;12;01;2014;-0.1
Pte De La Hague;00;12;01;2014;4.2
Caen-Carpiquet;00;12;01;2014;-0.4
Rouen-Boos;00;12;01;2014;-0.5
Reims-Prunay;00;12;01;2014;0.2
Brest-Guipavas;00;12;01;2014;5.6
Ploumanac'H;00;12;01;2014;4.5
Rennes-St Jacques;00;12;01;2014;4.6
Alencon;00;12;01;2014;0.5
Orly;00;12;01;2014;0.8
Troyes-Barberey;00;12;01;2014;6.2
Nancy-Ochey;00;12;01;2014;4.5
Strasbourg-Entzheim;00;12;01;2014;4.1
Belle Ile-Le Talut;00;12;01;2014;7.8
Nantes-Bouguenais;00;12;01;2014;7.7
Tours;00;12;01;2014;7.1
Bourges;00;12;01;2014;4.4
Dijon-Longvic;00;12;01;2014;4.7
Bale-Mulhouse;00;12;01;2014;6.0
Pte De Chassiron;00;12;01;2014;8.8
Poitiers-Biard;00;12;01;2014;8.3
Limoges-Bellegarde;00;12;01;2014;6.3
Clermont-Fd;00;12;01;2014;3.6
Le Puy-Loudes;00;12;01;2014;1.6
Lyon-St Exupery;00;12;01;2014;5.5
Bordeaux-Merignac;00;12;01;2014;7.3
Gourdon;00;12;01;2014;5.4
Millau;00;12;01;2014;5.9
Montelimar;00;12;01;2014;8.7
Embrun;00;12;01;2014;2.9
Mont-De-Marsan;00;12;01;2014;5.8
Tarbes-Ossun;00;12;01;2014;2.5
St Girons;00;12;01;2014;7.2
Toulouse-Blagnac;00;12;01;2014;9.3
Montpellier;00;12;01;2014;10.5
Marignane;00;12;01;2014;8.6
Cap Cepet;00;12;01;2014;10.9
Nice;00;12;01;2014;10.0
Perpignan;00;12;01;2014;11.2
Ajaccio;00;12;01;2014;8.3
Bastia;00;12;01;2014;8.2
Europa;00;12;01;2014;25.6
Tromelin;00;12;01;2014;26.8
Gillot-Aeroport;00;12;01;2014;25.0
Nouvelle Amsterdam;00;12;01;2014;15.0
Crozet;00;12;01;2014;5.6
Kerguelen;00;12;01;2014;5.8
Pamandzi;00;12;01;2014;27.5
St-Pierre;00;12;01;2014;0.6
Le Raizet Aero;00;12;01;2014;24.1
Trinite-Caravel;00;12;01;2014;25.5
Lamentin-Aero;00;12;01;2014;24.9
Saint Laurent;00;12;01;2014;23.5
Cayenne-Matoury;00;12;01;2014;24.3
Saint Georges;00;12;01;2014;23.5
Maripasoula;00;12;01;2014;24.3
Dumont D'Urville;00;12;01;2014;3.3
Abbeville;03;12;01;2014;-0.3
Lille-Lesquin;03;12;01;2014;-0.8
Pte De La Hague;03;12;01;2014;5.1
Caen-Carpiquet;03;12;01;2014;-0.9
Rouen-Boos;03;12;01;2014;0.4
Reims-Prunay;03;12;01;2014;0.2
Brest-Guipavas;03;12;01;2014;6.6
Ploumanac'H;03;12;01;2014;6.4
Rennes-St Jacques;03;12;01;2014;6.3
Alencon;03;12;01;2014;2.6
Orly;03;12;01;2014;2.4
Troyes-Barberey;03;12;01;2014;3.8
Nancy-Ochey;03;12;01;2014;3.0
Strasbourg-Entzheim;03;12;01;2014;3.5
Belle Ile-Le Talut;03;12;01;2014;9.1
Nantes-Bouguenais;03;12;01;2014;8.2
Tours;03;12;01;2014;6.9
Bourges;03;12;01;2014;5.9
Dijon-Longvic;03;12;01;2014;5.1
Bale-Mulhouse;03;12;01;2014;5.4
Pte De Chassiron;03;12;01;2014;7.7
Poitiers-Biard;03;12;01;2014;7.2
Limoges-Bellegarde;03;12;01;2014;5.0
Clermont-Fd;03;12;01;2014;5.2
Le Puy-Loudes;03;12;01;2014;3.5
Lyon-St Exupery;03;12;01;2014;4.2
Bordeaux-Merignac;03;12;01;2014;5.3
Gourdon;03;12;01;2014;6.2
Millau;03;12;01;2014;5.5
Montelimar;03;12;01;2014;7.7
Embrun;03;12;01;2014;1.4
Mont-De-Marsan;03;12;01;2014;3.6
Tarbes-Ossun;03;12;01;2014;1.9
St Girons;03;12;01;2014;5.0
Toulouse-Blagnac;03;12;01;2014;10.6
Montpellier;03;12;01;2014;9.3
Marignane;03;12;01;2014;8.8
Cap Cepet;03;12;01;2014;10.2
Nice;03;12;01;2014;9.8
Perpignan;03;12;01;2014;11.1
Ajaccio;03;12;01;2014;9.0
Bastia;03;12;01;2014;8.3
Europa;03;12;01;2014;25.4
Tromelin;03;12;01;2014;27.6
Gillot-Aeroport;03;12;01;2014;26.7
Nouvelle Amsterdam;03;12;01;2014;15.9
Crozet;03;12;01;2014;5.8
Kerguelen;03;12;01;2014;6.9
Pamandzi;03;12;01;2014;27.6
St-Pierre;03;12;01;2014;1.4
Le Raizet Aero;03;12;01;2014;23.2
Trinite-Caravel;03;12;01;2014;25.7
Lamentin-Aero;03;12;01;2014;24.9
Saint Laurent;03;12;01;2014;23.0
Cayenne-Matoury;03;12;01;2014;24.0
Saint Georges;03;12;01;2014;23.1
Maripasoula;03;12;01;2014;23.6
Dumont D'Urville;03;12;01;2014;4.4
Abbeville;06;12;01;2014;-0.5
Lille-Lesquin;06;12;01;2014;-1.3
Pte De La Hague;06;12;01;2014;4.8
Caen-Carpiquet;06;12;01;2014;2.6
Rouen-Boos;06;12;01;2014;0.8
Reims-Prunay;06;12;01;2014;0.4
Brest-Guipavas;06;12;01;2014;7.7
Ploumanac'H;06;12;01;2014;7.7
Rennes-St Jacques;06;12;01;2014;6.7
Alencon;06;12;01;2014;5.5
Orly;06;12;01;2014;2.2
Troyes-Barberey;06;12;01;2014;2.9
Nancy-Ochey;06;12;01;2014;-2.4
Strasbourg-Entzheim;06;12;01;2014;0.7
Belle Ile-Le Talut;06;12;01;2014;9.4
Nantes-Bouguenais;06;12;01;2014;8.2
Tours;06;12;01;2014;5.6
Bourges;06;12;01;2014;5.6
Dijon-Longvic;06;12;01;2014;3.9
Bale-Mulhouse;06;12;01;2014;2.4
Pte De Chassiron;06;12;01;2014;7.2
Poitiers-Biard;06;12;01;2014;6.2
Limoges-Bellegarde;06;12;01;2014;4.2
Clermont-Fd;06;12;01;2014;3.7
Le Puy-Loudes;06;12;01;2014;2.9
Lyon-St Exupery;06;12;01;2014;4.7
Bordeaux-Merignac;06;12;01;2014;5.8
Gourdon;06;12;01;2014;6.0
Millau;06;12;01;2014;5.9
Montelimar;06;12;01;2014;5.9
Embrun;06;12;01;2014;0.8
Mont-De-Marsan;06;12;01;2014;5.1
Tarbes-Ossun;06;12;01;2014;2.8
St Girons;06;12;01;2014;1.4
Toulouse-Blagnac;06;12;01;2014;8.2
Montpellier;06;12;01;2014;9.3
Marignane;06;12;01;2014;9.2
Cap Cepet;06;12;01;2014;10.3
Nice;06;12;01;2014;9.6
Perpignan;06;12;01;2014;11.0
Ajaccio;06;12;01;2014;8.8
Bastia;06;12;01;2014;9.4
Europa;06;12;01;2014;30.0
Tromelin;06;12;01;2014;25.8
Gillot-Aeroport;06;12;01;2014;28.8
Nouvelle Amsterdam;06;12;01;2014;18.0
Crozet;06;12;01;2014;7.2
Kerguelen;06;12;01;2014;7.0
Pamandzi;06;12;01;2014;30.5
Le Raizet Aero;06;12;01;2014;23.0
Trinite-Caravel;06;12;01;2014;25.5
Lamentin-Aero;06;12;01;2014;24.6
Saint Laurent;06;12;01;2014;22.8
Cayenne-Matoury;06;12;01;2014;23.2
Saint Georges;06;12;01;2014;23.2
Maripasoula;06;12;01;2014;22.8
Dumont D'Urville;06;12;01;2014;3.4
Abbeville;09;12;01;2014;0.2
Lille-Lesquin;09;12;01;2014;-0.7
Pte De La Hague;09;12;01;2014;6.7
Caen-Carpiquet;09;12;01;2014;5.6
Rouen-Boos;09;12;01;2014;2.7
Reims-Prunay;09;12;01;2014;1.6
Brest-Guipavas;09;12;01;2014;9.4
Ploumanac'H;09;12;01;2014;8.2
Rennes-St Jacques;09;12;01;2014;7.7
Alencon;09;12;01;2014;6.7
Orly;09;12;01;2014;3.3
Troyes-Barberey;09;12;01;2014;3.8
Nancy-Ochey;09;12;01;2014;0.8
Strasbourg-Entzheim;09;12;01;2014;2.1
Belle Ile-Le Talut;09;12;01;2014;10.5
Nantes-Bouguenais;09;12;01;2014;7.5
Tours;09;12;01;2014;6.6
Bourges;09;12;01;2014;6.2
Dijon-Longvic;09;12;01;2014;4.9
Bale-Mulhouse;09;12;01;2014;3.8
Pte De Chassiron;09;12;01;2014;7.7
Poitiers-Biard;09;12;01;2014;7.1
Limoges-Bellegarde;09;12;01;2014;6.5
Clermont-Fd;09;12;01;2014;7.0
Le Puy-Loudes;09;12;01;2014;4.1
Lyon-St Exupery;09;12;01;2014;5.0
Bordeaux-Merignac;09;12;01;2014;7.9
Gourdon;09;12;01;2014;8.5
Millau;09;12;01;2014;7.0
Montelimar;09;12;01;2014;6.9
Embrun;09;12;01;2014;2.7
Mont-De-Marsan;09;12;01;2014;7.2
Tarbes-Ossun;09;12;01;2014;10.1
St Girons;09;12;01;2014;4.2
Toulouse-Blagnac;09;12;01;2014;10.6
Montpellier;09;12;01;2014;10.0
Marignane;09;12;01;2014;11.0
Cap Cepet;09;12;01;2014;13.0
Nice;09;12;01;2014;9.7
Perpignan;09;12;01;2014;11.6
Ajaccio;09;12;01;2014;10.8
Bastia;09;12;01;2014;11.1
Europa;09;12;01;2014;31.8
Gillot-Aeroport;09;12;01;2014;29.7
Nouvelle Amsterdam;09;12;01;2014;17.9
Crozet;09;12;01;2014;8.8
Kerguelen;09;12;01;2014;8.1
Pamandzi;09;12;01;2014;30.4
St-Pierre;09;12;01;2014;4.7
Le Raizet Aero;09;12;01;2014;23.4
Trinite-Caravel;09;12;01;2014;25.3
Lamentin-Aero;09;12;01;2014;24.7
Saint Laurent;09;12;01;2014;22.9
Cayenne-Matoury;09;12;01;2014;23.2
Saint Georges;09;12;01;2014;22.7
Maripasoula;09;12;01;2014;22.6
Dumont D'Urville;09;12;01;2014;3.2
Abbeville;12;12;01;2014;1.3
Lille-Lesquin;12;12;01;2014;2.1
Pte De La Hague;12;12;01;2014;8.6
Caen-Carpiquet;12;12;01;2014;8.3
Rouen-Boos;12;12;01;2014;4.7
Reims-Prunay;12;12;01;2014;3.7
Brest-Guipavas;12;12;01;2014;11.0
Ploumanac'H;12;12;01;2014;10.3
Rennes-St Jacques;12;12;01;2014;10.0
Alencon;12;12;01;2014;7.5
Orly;12;12;01;2014;4.1
Troyes-Barberey;12;12;01;2014;6.4
Nancy-Ochey;12;12;01;2014;2.6
Strasbourg-Entzheim;12;12;01;2014;4.8
Belle Ile-Le Talut;12;12;01;2014;11.3
Nantes-Bouguenais;12;12;01;2014;9.2
Tours;12;12;01;2014;7.6
Bourges;12;12;01;2014;8.1
Dijon-Longvic;12;12;01;2014;5.3
Bale-Mulhouse;12;12;01;2014;5.4
Pte De Chassiron;12;12;01;2014;10.7
Poitiers-Biard;12;12;01;2014;12.2
Limoges-Bellegarde;12;12;01;2014;11.6
Clermont-Fd;12;12;01;2014;11.8
Le Puy-Loudes;12;12;01;2014;9.2
Lyon-St Exupery;12;12;01;2014;6.4
Bordeaux-Merignac;12;12;01;2014;11.1
Gourdon;12;12;01;2014;13.3
Millau;12;12;01;2014;9.4
Montelimar;12;12;01;2014;11.1
Embrun;12;12;01;2014;9.4
Mont-De-Marsan;12;12;01;2014;12.0
Tarbes-Ossun;12;12;01;2014;18.1
St Girons;12;12;01;2014;15.5
Toulouse-Blagnac;12;12;01;2014;13.6
Montpellier;12;12;01;2014;11.6
Marignane;12;12;01;2014;11.9
Cap Cepet;12;12;01;2014;15.0
Nice;12;12;01;2014;14.1
Perpignan;12;12;01;2014;13.6
Ajaccio;12;12;01;2014;14.6
Bastia;12;12;01;2014;15.4
Europa;12;12;01;2014;29.6
Tromelin;12;12;01;2014;29.0
Gillot-Aeroport;12;12;01;2014;29.4
Nouvelle Amsterdam;12;12;01;2014;17.1
Crozet;12;12;01;2014;7.5
Kerguelen;12;12;01;2014;8.1
Pamandzi;12;12;01;2014;28.8
St-Pierre;12;12;01;2014;5.6
Le Raizet Aero;12;12;01;2014;24.8
Trinite-Caravel;12;12;01;2014;26.4
Lamentin-Aero;12;12;01;2014;25.6
Saint Laurent;12;12;01;2014;23.3
Cayenne-Matoury;12;12;01;2014;24.4
Saint Georges;12;12;01;2014;24.7
Maripasoula;12;12;01;2014;25.0
Dumont D'Urville;12;12;01;2014;0.7
Abbeville;15;12;01;2014;2.9
Lille-Lesquin;15;12;01;2014;2.9
Pte De La Hague;15;12;01;2014;9.6
Caen-Carpiquet;15;12;01;2014;9.5
Rouen-Boos;15;12;01;2014;5.4
Reims-Prunay;15;12;01;2014;4.0
Brest-Guipavas;15;12;01;2014;10.5
Ploumanac'H;15;12;01;2014;10.4
Rennes-St Jacques;15;12;01;2014;9.4
Alencon;15;12;01;2014;7.9
Orly;15;12;01;2014;5.5
Troyes-Barberey;15;12;01;2014;8.6
Nancy-Ochey;15;12;01;2014;2.3
Strasbourg-Entzheim;15;12;01;2014;3.1
Belle Ile-Le Talut;15;12;01;2014;11.8
Nantes-Bouguenais;15;12;01;2014;10.0
Tours;15;12;01;2014;9.8
Bourges;15;12;01;2014;10.3
Dijon-Longvic;15;12;01;2014;5.6
Bale-Mulhouse;15;12;01;2014;8.1
Pte De Chassiron;15;12;01;2014;11.4
Poitiers-Biard;15;12;01;2014;12.6
Limoges-Bellegarde;15;12;01;2014;12.2
Clermont-Fd;15;12;01;2014;13.8
Le Puy-Loudes;15;12;01;2014;12.1
Lyon-St Exupery;15;12;01;2014;9.1
Bordeaux-Merignac;15;12;01;2014;13.7
Gourdon;15;12;01;2014;15.0
Millau;15;12;01;2014;8.8
Montelimar;15;12;01;2014;13.7
Embrun;15;12;01;2014;10.3
Mont-De-Marsan;15;12;01;2014;15.1
Tarbes-Ossun;15;12;01;2014;16.2
St Girons;15;12;01;2014;17.4
Toulouse-Blagnac;15;12;01;2014;14.0
Montpellier;15;12;01;2014;12.5
Marignane;15;12;01;2014;13.1
Cap Cepet;15;12;01;2014;13.4
Nice;15;12;01;2014;14.0
Perpignan;15;12;01;2014;14.5
Ajaccio;15;12;01;2014;13.8
Bastia;15;12;01;2014;14.2
Europa;15;12;01;2014;28.6
Gillot-Aeroport;15;12;01;2014;27.4
Nouvelle Amsterdam;15;12;01;2014;16.4
Crozet;15;12;01;2014;6.6
Kerguelen;15;12;01;2014;7.5
Pamandzi;15;12;01;2014;25.5
St-Pierre;15;12;01;2014;5.7
Le Raizet Aero;15;12;01;2014;27.9
Trinite-Caravel;15;12;01;2014;27.3
Lamentin-Aero;15;12;01;2014;27.5
Saint Laurent;15;12;01;2014;25.5
Cayenne-Matoury;15;12;01;2014;24.2
Saint Georges;15;12;01;2014;25.5
Maripasoula;15;12;01;2014;29.2
Dumont D'Urville;15;12;01;2014;-0.8
Abbeville;18;12;01;2014;4.3
Lille-Lesquin;18;12;01;2014;3.3
Pte De La Hague;18;12;01;2014;9.6
Caen-Carpiquet;18;12;01;2014;9.2
Rouen-Boos;18;12;01;2014;6.0
Reims-Prunay;18;12;01;2014;3.9
Brest-Guipavas;18;12;01;2014;9.7
Ploumanac'H;18;12;01;2014;11.6
Rennes-St Jacques;18;12;01;2014;9.8
Alencon;18;12;01;2014;6.9
Orly;18;12;01;2014;6.0
Troyes-Barberey;18;12;01;2014;5.2
Nancy-Ochey;18;12;01;2014;2.6
Strasbourg-Entzheim;18;12;01;2014;2.3
Belle Ile-Le Talut;18;12;01;2014;12.1
Nantes-Bouguenais;18;12;01;2014;10.6
Tours;18;12;01;2014;7.2
Bourges;18;12;01;2014;6.8
Dijon-Longvic;18;12;01;2014;5.1
Bale-Mulhouse;18;12;01;2014;1.9
Pte De Chassiron;18;12;01;2014;11.2
Poitiers-Biard;18;12;01;2014;9.9
Limoges-Bellegarde;18;12;01;2014;9.3
Clermont-Fd;18;12;01;2014;6.9
Le Puy-Loudes;18;12;01;2014;3.3
Lyon-St Exupery;18;12;01;2014;6.3
Bordeaux-Merignac;18;12;01;2014;10.7
Gourdon;18;12;01;2014;9.9
Millau;18;12;01;2014;7.1
Montelimar;18;12;01;2014;8.7
Embrun;18;12;01;2014;4.2
Mont-De-Marsan;18;12;01;2014;11.8
Tarbes-Ossun;18;12;01;2014;7.2
St Girons;18;12;01;2014;7.7
Toulouse-Blagnac;18;12;01;2014;10.2
Montpellier;18;12;01;2014;11.2
Marignane;18;12;01;2014;12.3
Cap Cepet;18;12;01;2014;12.5
Nice;18;12;01;2014;10.8
Perpignan;18;12;01;2014;12.3
Ajaccio;18;12;01;2014;11.6
Bastia;18;12;01;2014;11.7
Europa;18;12;01;2014;27.3
Tromelin;18;12;01;2014;27.5
Gillot-Aeroport;18;12;01;2014;26.4
Nouvelle Amsterdam;18;12;01;2014;16.9
Crozet;18;12;01;2014;4.9
Kerguelen;18;12;01;2014;7.3
